number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
9982,玉米细菌萎蔫病,Erwinia stewartii,灰绿色至黄色线状条斑,Gray green to yellow linear stripes,存在症状,ManifestAs
9983,玉米细菌萎蔫病,Erwinia stewartii,不规则形或波浪形的边缘,Irregular or wavy edges,存在症状,ManifestAs
9984,玉米细菌萎蔫病,Erwinia stewartii,黄色细菌脓液,Yellow bacterial pus,存在症状,ManifestAs
9985,玉米细菌萎蔫病,Erwinia stewartii,雄花过早变白死亡,Male flowers turn white and die prematurely,存在症状,ManifestAs
9986,小穗螟,Schoenobius militaris,籽粒破碎,Kernel crushing,存在症状,ManifestAs
9987,稻瘟病,Magnaporthe oryzae,苗基部灰黑色,Seedling base gray-black,存在症状,ManifestAs
9988,稻瘟病,Magnaporthe oryzae,秧苗上部黄褐色,Yellow-brown upper part of seedlings,存在症状,ManifestAs
9989,稻瘟病,Magnaporthe oryzae,叶片卷缩,Leaf curling,存在症状,ManifestAs
9990,稻瘟病,Magnaporthe oryzae,植株枯死,Plant death,存在症状,ManifestAs
9991,稻瘟病,Magnaporthe oryzae,褐色坏死线,Brown necrotic line,存在症状,ManifestAs
9992,稻瘟病,Magnaporthe oryzae,边缘褐色,Edge brown,存在症状,ManifestAs
9993,稻瘟病,Magnaporthe oryzae,中间灰白色,Middle gray,存在症状,ManifestAs
9994,稻瘟病,Magnaporthe oryzae,黄色晕圈,Yellow halo,存在症状,ManifestAs
9995,稻瘟病,Magnaporthe oryzae,灰绿色霉层,Gray green mold layer,存在症状,ManifestAs
9996,稻瘟病,Magnaporthe oryzae,暗绿色近圆至椭圆形的病斑,"Dark green, nearly circular to oval lesions",存在症状,ManifestAs
9997,稻瘟病,Magnaporthe oryzae,灰色霉层,Gray mold layer,存在症状,ManifestAs
9998,稻瘟病,Magnaporthe oryzae,呈褐色小点,Small brown spots,存在症状,ManifestAs
9999,稻瘟病,Magnaporthe oryzae,呈圆形白色小点,Small round white spots,存在症状,ManifestAs
10000,稻瘟病,Magnaporthe oryzae,黑褐色小斑点,Dark brown spots,存在症状,ManifestAs
10001,水稻恶苗病,Fusarium moniliforme,叶鞘拉长,Leaf sheath elongated,存在症状,ManifestAs
10002,水稻恶苗病,Fusarium moniliforme,叶片狭窄,Narrow leaves,存在症状,ManifestAs
10003,水稻恶苗病,Fusarium moniliforme,倒生根,Backward root,存在症状,ManifestAs
10004,水稻恶苗病,Fusarium moniliforme,叶鞘变褐,Leaf sheath turns brown,存在症状,ManifestAs
10005,水稻恶苗病,Fusarium moniliforme,根系发黑,Black roots,存在症状,ManifestAs
10006,水稻恶苗病,Fusarium moniliforme,茎秆变软,Soft stems,存在症状,ManifestAs
10007,水稻恶苗病,Fusarium moniliforme,白色至粉白色霉层,White to pinkish white mold,存在症状,ManifestAs
10008,水稻烂秧,Pythium aphanidermatum,心叶突然萎蔫,Heart leaves suddenly wilt,存在症状,ManifestAs
10009,水稻烂秧,Pythium aphanidermatum,卷成筒状,Roll into a tube,存在症状,ManifestAs
10010,水稻烂秧,Pythium aphanidermatum,失水萎蔫卷筒,Water loss and wilting reel,存在症状,ManifestAs
10011,水稻烂秧,Pythium aphanidermatum,全株呈污绿色而枯死,The whole plant turns dirty green and dies,存在症状,ManifestAs
10012,水稻烂秧,Pythium aphanidermatum,根系呈暗色,Dark roots,存在症状,ManifestAs
10013,水稻烂秧,Pythium aphanidermatum,根毛稀少,Few root hairs,存在症状,ManifestAs
10014,水稻烂秧,Pythium aphanidermatum,基部变褐软化,The base turns brown and softens,存在症状,ManifestAs
10015,水稻烂秧,Pythium aphanidermatum,全株呈黄褐色枯死,The whole plant turns yellow-brown and dies,存在症状,ManifestAs
10016,水稻苗疫病,Pythium aphanidermatum,黄白色小圆斑,Yellowish white small round spots,存在症状,ManifestAs
10017,水稻苗疫病,Pythium aphanidermatum,不规则水渍状条斑,Irregular water-stained streaks,存在症状,ManifestAs
10018,水稻苗疫病,Pythium aphanidermatum,灰绿色,Gray Green,存在症状,ManifestAs
10019,水稻苗疫病,Pythium aphanidermatum,叶片纵卷或折倒,Leaves curled or folded vertically,存在症状,ManifestAs
10020,水稻苗疫病,Pythium aphanidermatum,稀疏的白色霉层,Sparse white mold,存在症状,ManifestAs
10021,水稻苗疫病,Pythium aphanidermatum,病斑变褐,The lesions turn brown,存在症状,ManifestAs
10022,水稻苗疫病,Pythium aphanidermatum,中央灰褐色,Central Taupe,存在症状,ManifestAs
10023,水稻叶黑粉病,Entyloma oryzae,黑色短条状病斑,Black short streak lesions,存在症状,ManifestAs
10024,水稻叶黑粉病,Entyloma oryzae,线条状病斑密布,Line-shaped spots,存在症状,ManifestAs
10025,水稻叶黑粉病,Entyloma oryzae,叶片提早枯黄,Leaves turn yellow early,存在症状,ManifestAs
10026,水稻叶黑粉病,Entyloma oryzae,叶尖破裂成丝状,Leaf tips broken into filaments,存在症状,ManifestAs
10027,水稻云形病,Gerlachia oryzae,水渍状小斑,Small water-soaked spots,存在症状,ManifestAs
10028,水稻云形病,Gerlachia oryzae,呈污褐色湿润状,Dirty brown wet,存在症状,ManifestAs
10029,水稻云形病,Gerlachia oryzae,病部呈黄褐色至灰褐色,The diseased part is yellowish brown to grayish brown,存在症状,ManifestAs
10030,水稻云形病,Gerlachia oryzae,波纹状褐色线条,Wavy brown lines,存在症状,ManifestAs
10031,水稻云形病,Gerlachia oryzae,见针头状突起的小黑点,See needle-like black spots,存在症状,ManifestAs
10032,水稻云形病,Gerlachia oryzae,病斑暗褐或紫褐色,Lesions dark brown or purple brown,存在症状,ManifestAs
10033,水稻菌核秆腐病,Sclerotium rolfsii,灰白色菌丝,Grayish white mycelium,存在症状,ManifestAs
10034,水稻菌核秆腐病,Sclerotium rolfsii,黑褐色小菌核,Dark brown small sclerotia,存在症状,ManifestAs
10035,水稻菌核秆腐病,Sclerotium rolfsii,褐色小斑,Small brown spots,存在症状,ManifestAs
10036,水稻菌核秆腐病,Sclerotium rolfsii,黑色纵向坏死线,Black longitudinal necrotic line,存在症状,ManifestAs
10037,水稻菌核秆腐病,Sclerotium rolfsii,稀薄浅灰色霉层,Thin light gray mold layer,存在症状,ManifestAs
10038,水稻菌核秆腐病,Sclerotium rolfsii,茎基成段变黑软腐,The stem base turns black and soft rot,存在症状,ManifestAs
10039,水稻菌核秆腐病,Sclerotium rolfsii,病部呈灰白色,The diseased part is grayish white,存在症状,ManifestAs
10040,水稻黄萎病,Fusarium oxysporum,叶鞘呈黄化状,Yellowing of leaf sheaths,存在症状,ManifestAs
10041,水稻黄萎病,Fusarium oxysporum,病节呈嫩黄色,The diseased nodes are light yellow,存在症状,ManifestAs
10042,水稻黄萎病,Fusarium oxysporum,心叶发黄,Yellowing of heart leaves,存在症状,ManifestAs
10043,水稻黄萎病,Fusarium oxysporum,叶鞘黄化,Leaf sheath yellowing,存在症状,ManifestAs
10044,水稻黄萎病,Fusarium oxysporum,全株褪色变黄,The whole plant fades and turns yellow,存在症状,ManifestAs
10045,水稻黄萎病,Fusarium oxysporum,分蘖黄化矮缩,Tillering Yellowing Dwarfing,存在症状,ManifestAs
10046,水稻矮缩病,Rice dwarf virus,叶片僵直,Leaf stiffness,存在症状,ManifestAs
10047,水稻矮缩病,Rice dwarf virus,叶色浓绿,Dark green leaves,存在症状,ManifestAs
10048,水稻矮缩病,Rice dwarf virus,虚线状黄白色条斑,Dashed yellow-white stripes,存在症状,ManifestAs
10049,水稻矮缩病,Rice dwarf virus,色泽淡黄,Light yellow color,存在症状,ManifestAs
10050,水稻矮缩病,Rice dwarf virus,波状缺刻,Wave notch,存在症状,ManifestAs
10051,水稻矮缩病,Rice dwarf virus,白色条斑,White streaks,存在症状,ManifestAs
10052,水稻矮缩病,Rice dwarf virus,半包颈,Half neck,存在症状,ManifestAs
10053,水稻纹枯病,Rhizoctonia solani,暗绿色水渍状小斑点,Dark green water-stained spots,存在症状,ManifestAs
10054,水稻纹枯病,Rhizoctonia solani,似云纹状,Cloud-like,存在症状,ManifestAs
10055,水稻纹枯病,Rhizoctonia solani,病斑边缘暗绿色,Dark green edge of lesion,存在症状,ManifestAs
10056,水稻纹枯病,Rhizoctonia solani,中央灰绿色,Central gray green,存在症状,ManifestAs
10057,水稻纹枯病,Rhizoctonia solani,病斑边缘褐色,Brown edge of lesion,存在症状,ManifestAs
10058,水稻纹枯病,Rhizoctonia solani,中央草黄色至灰白色,Central straw yellow to off-white,存在症状,ManifestAs
10059,水稻纹枯病,Rhizoctonia solani,植株倒伏,Plant lodging,存在症状,ManifestAs
10060,水稻纹枯病,Rhizoctonia solani,呈污绿色枯死,Dirty green dead,存在症状,ManifestAs
10061,水稻纹枯病,Rhizoctonia solani,白色蛛丝状的菌丝,White spider-like mycelium,存在症状,ManifestAs
10062,水稻纹枯病,Rhizoctonia solani,扁球形或不规则形的菌核,Sclerotia are flat or irregular in shape,存在症状,ManifestAs
10063,水稻胡麻斑病,Bipolaris oryzae,芝麻粒大小的病斑,Sesame-sized lesions,存在症状,ManifestAs
10064,水稻胡麻斑病,Bipolaris oryzae,中央褐色至灰白色,Central brown to off-white,存在症状,ManifestAs
10065,水稻胡麻斑病,Bipolaris oryzae,边缘褐色,Edge brown,存在症状,ManifestAs
10066,水稻胡麻斑病,Bipolaris oryzae,深浅不同的黄晕,Different shades of yellow,存在症状,ManifestAs
10067,水稻胡麻斑病,Bipolaris oryzae,不规则的大病斑,Large irregular lesions,存在症状,ManifestAs
10068,水稻胡麻斑病,Bipolaris oryzae,秧苗枯死,Seedlings die,存在症状,ManifestAs
10069,水稻胡麻斑病,Bipolaris oryzae,初生褐色小点,Newborn brown spots,存在症状,ManifestAs
10070,水稻胡麻斑病,Bipolaris oryzae,椭圆斑,Oval spot,存在症状,ManifestAs
10071,水稻胡麻斑病,Bipolaris oryzae,病斑中央褐色至灰白,The center of the lesion is brown to grayish white,存在症状,ManifestAs
10072,水稻胡麻斑病,Bipolaris oryzae,深浅不同的黄色晕圈,Yellow halos of varying shades,存在症状,ManifestAs
10073,水稻胡麻斑病,Bipolaris oryzae,不规则大斑,Irregular large spots,存在症状,ManifestAs
10074,水稻胡麻斑病,Bipolaris oryzae,病部呈暗褐色,The diseased part is dark brown,存在症状,ManifestAs
10075,水稻胡麻斑病,Bipolaris oryzae,病斑灰黑色,Grayish black spots,存在症状,ManifestAs
10076,水稻胡麻斑病,Bipolaris oryzae,绒状的黑色霉层,Velvety black mold,存在症状,ManifestAs
10077,水稻东格鲁病毒病,Rice tungro spherical virus,叶片变色,Leaf discoloration,存在症状,ManifestAs
10078,水稻东格鲁病毒病,Rice tungro spherical virus,植株矮缩,Plant dwarfing,存在症状,ManifestAs
10079,水稻倒伏,Magnaporthe oryzae,叶片迅速枯黄腐烂,The leaves quickly turn yellow and rot,存在症状,ManifestAs
10080,稻螟蛉,Chilo suppressalis,吃成缺刻,Eat into a notch,存在症状,ManifestAs
10081,稻瘿蚊,Orseolia oryzae,淡绿色而中空的葱管,Light green hollow onion tube,存在症状,ManifestAs
10082,水稻霜霉病,Sclerospora graminicola,病株萎缩,Diseased plants shrink,存在症状,ManifestAs
10083,水稻霜霉病,Sclerospora graminicola,叶片淡绿,Light green leaves,存在症状,ManifestAs
10084,水稻霜霉病,Sclerospora graminicola,呈斑纹花叶状,Mottled leaf shape,存在症状,ManifestAs
10085,水稻霜霉病,Sclerospora graminicola,斑点黄白色,Spotted yellowish white,存在症状,ManifestAs
10086,水稻霜霉病,Sclerospora graminicola,圆形或椭圆形,Round or oval,存在症状,ManifestAs
10087,水稻霜霉病,Sclerospora graminicola,排列不规则,Irregular arrangement,存在症状,ManifestAs
10088,水稻霜霉病,Sclerospora graminicola,植株矮化,Plant dwarfing,存在症状,ManifestAs
10089,水稻霜霉病,Sclerospora graminicola,生长停滞,Growth arrest,存在症状,ManifestAs
10090,水稻霜霉病,Sclerospora graminicola,全株黄化,Yellowing of the whole plant,存在症状,ManifestAs
10091,水稻霜霉病,Sclerospora graminicola,呈黄色曲卷,Yellow curly,存在症状,ManifestAs
10092,水稻霜霉病,Sclerospora graminicola,成卷曲状,Curly,存在症状,ManifestAs
10093,水稻霜霉病,Sclerospora graminicola,扭曲畸形,Distortion,存在症状,ManifestAs
10094,水稻霜霉病,Sclerospora graminicola,叶片短宽而肥厚,"Short, wide and thick leaves",存在症状,ManifestAs
10095,水稻叶鞘腐败病,Sclerotium oryzae,褐色病斑,Brown spots,存在症状,ManifestAs
10096,水稻叶鞘腐败病,Sclerotium oryzae,边缘不明显,The edge is not obvious,存在症状,ManifestAs
10097,水稻叶鞘腐败病,Sclerotium oryzae,暗褐色小斑,Dark brown spots,存在症状,ManifestAs
10098,水稻叶鞘腐败病,Sclerotium oryzae,边缘模糊,Blurred Edges,存在症状,ManifestAs
10099,水稻叶鞘腐败病,Sclerotium oryzae,云纹状病斑,Moire-like lesions,存在症状,ManifestAs
10100,水稻叶鞘腐败病,Sclerotium oryzae,呈包颈的半抽穗状,Half-earing with a neck,存在症状,ManifestAs
10101,水稻叶鞘网斑病,Cylindrocladium scoparium,现湿润状黑色小病,Moist black spots,存在症状,ManifestAs
10102,水稻叶鞘网斑病,Cylindrocladium scoparium,其上布满褐色至黑,Brown to black,存在症状,ManifestAs
10103,水稻叶鞘网斑病,Cylindrocladium scoparium,鞘内常有灰白色颗粒状石灰,There is often grayish white granular lime in the sheath,存在症状,ManifestAs
10104,水稻叶鞘网斑病,Cylindrocladium scoparium,叶尖先黄,Leaf tips turn yellow first,存在症状,ManifestAs
10105,水稻叶鞘网斑病,Cylindrocladium scoparium,有白色菌,White fungus,存在症状,ManifestAs
10106,水稻叶鞘网斑病,Cylindrocladium scoparium,及石灰质颗粒状小菌,Calcareous granular bacteria,存在症状,ManifestAs
10107,水稻紫鞘病,Periconia byssoides,针状紫褐色斑点,Needle-shaped purple-brown spots,存在症状,ManifestAs
10108,水稻紫鞘病,Periconia byssoides,呈不规则状,Irregular,存在症状,ManifestAs
10109,水稻紫鞘病,Periconia byssoides,叶片枯焦内卷,Leaves dry and curled,存在症状,ManifestAs
10110,水稻紫鞘病,Periconia byssoides,暗绿色水渍状,Dark green water stain,存在症状,ManifestAs
10111,水稻紫鞘病,Periconia byssoides,边缘不规则,Irregular edges,存在症状,ManifestAs
10112,水稻紫鞘病,Periconia byssoides,变黄早衰,Yellowing and premature aging,存在症状,ManifestAs
10113,水稻紫鞘病,Periconia byssoides,紫褐色病斑,Purple-brown spots,存在症状,ManifestAs
10114,水稻窄条斑病,Xanthomonas oryzae,褐色小点,Brown dots,存在症状,ManifestAs
10115,水稻窄条斑病,Xanthomonas oryzae,两端稍尖的短线状条斑,Short linear stripes with slightly pointed ends,存在症状,ManifestAs
10116,水稻窄条斑病,Xanthomonas oryzae,紫褐色至黑褐色,Purple brown to dark brown,存在症状,ManifestAs
10117,水稻窄条斑病,Xanthomonas oryzae,边缘褐色,Edge brown,存在症状,ManifestAs
10118,水稻窄条斑病,Xanthomonas oryzae,紫褐色斑块,Purple-brown patches,存在症状,ManifestAs
10119,水稻窄条斑病,Xanthomonas oryzae,呈狭长条状,Narrow strip,存在症状,ManifestAs
10120,水稻窄条斑病,Xanthomonas oryzae,暗色至褐色小点,Dark to brown spots,存在症状,ManifestAs
10121,水稻窄条斑病,Xanthomonas oryzae,略显紫色,Slightly purple,存在症状,ManifestAs
10122,水稻窄条斑病,Xanthomonas oryzae,穗颈枯死,Ear neck dieback,存在症状,ManifestAs
10123,水稻窄条斑病,Xanthomonas oryzae,呈褐色小条斑,Small brown spots,存在症状,ManifestAs
10124,水稻叶尖枯病,Bipolaris oryzae,墨绿色病斑,Dark green spots,存在症状,ManifestAs
10125,水稻叶尖枯病,Bipolaris oryzae,灰褐色条斑,Gray brown stripes,存在症状,ManifestAs
10126,水稻叶尖枯病,Bipolaris oryzae,褐色条纹,Brown streaks,存在症状,ManifestAs
10127,水稻叶尖枯病,Bipolaris oryzae,边缘深褐色斑点,Dark brown spots on the edges,存在症状,ManifestAs
10128,水稻叶尖枯病,Bipolaris oryzae,病斑中央变灰褐色,The center of the lesion turns gray-brown,存在症状,ManifestAs
10129,水稻叶尖枯病,Bipolaris oryzae,常有断续失绿的黄色斑块,Often with intermittent yellow patches of chlorosis,存在症状,ManifestAs
10130,水稻叶尖枯病,Bipolaris oryzae,深褐色分,Dark brown,存在症状,ManifestAs
10131,稻曲病,Ustilaginoidea virens,淡黄绿色块状的孢子座,Pale yellow-green blocky spores,存在症状,ManifestAs
10132,稻曲病,Ustilaginoidea virens,墨绿色或橄榄色,Dark green or olive,存在症状,ManifestAs
10133,稻曲病,Ustilaginoidea virens,墨绿色粉末状的厚垣孢子,Dark green powdery thick-walled spores,存在症状,ManifestAs
10134,稻粒黑粉病,Tilletia barclayana,黑色粒状物,Black granular matter,存在症状,ManifestAs
10135,稻粒黑粉病,Tilletia barclayana,红色或白色舌状物,Red or white tongue,存在症状,ManifestAs
10136,稻粒黑粉病,Tilletia barclayana,谷粒变暗绿色,Grains turn dark green,存在症状,ManifestAs
10137,水稻一柱香病,Ephelis oryzae,病穗直立圆柱状,Diseased ear upright cylindrical,存在症状,ManifestAs
10138,水稻白叶枯病,Xanthomonas oryzae,黄绿色或暗绿色斑点,Yellow-green or dark green spots,存在症状,ManifestAs
